TrailNumber,Timestamp,TargetWeight,TraceWeight,obj_r1,OpenState,FinalState,steps,hyperVolumn,Len,path,PA1[0],PA1[1],PA1[2],PA1[3],PA2[0],PA2[1],PA2[2],PA2[3],PAtotal[0],PAtotal[1],PAtotal[2],PAtotal[3]
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(3-3),(7-7),8,2869868.752,61,(3-3)->(4-3)->(5-3)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(4-3),(7-7),7,2869868.752,54,(4-3)->(5-3)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(5-3),(7-7),6,2869868.752,47,(5-3)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(6-3),(7-7),5,2869868.752,40,(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(7-3),(7-7),4,2869868.752,33,(7-3)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(8-3),(10-11),10,2869868.752,80,(8-3)->(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-3),(10-11),9,2869868.752,73,(9-3)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-3),(10-11),8,2869868.752,72,(10-3)->(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(4-4),(7-7),6,2869868.752,47,(4-4)->(5-4)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(5-4),(7-7),5,2869868.752,40,(5-4)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(6-4),(7-7),4,2869868.752,33,(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(7-4),(7-7),3,2869868.752,26,(7-4)->(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(8-4),(10-11),9,2869868.752,73,(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-4),(10-11),8,2869868.752,66,(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-4),(10-11),7,2869868.752,64,(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(7-5),(7-7),2,2869868.752,19,(7-5)->(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(8-5),(10-11),8,2869868.752,66,(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-5),(10-11),7,2869868.752,59,(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-5),(10-11),6,2869868.752,56,(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(7-6),(7-7),1,2869868.752,12,(7-6)->(7-7),2.572761,1.850089,4.219542,1,3612.198646,4249.685644,4425.717224,5000,3.19173,3.728376,3.872451,4.36
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(8-6),(10-11),7,2869868.752,59,(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-6),(10-11),6,2869868.752,52,(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-6),(10-11),5,2869868.752,48,(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(8-7),(10-11),6,2869868.752,52,(8-7)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-7),(10-11),5,2869868.752,45,(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-7),(10-11),4,2869868.752,40,(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-8),(10-11),4,2869868.752,38,(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-8),(10-11),3,2869868.752,32,(10-8)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(9-9),(10-11),3,2869868.752,31,(9-9)->(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-9),(10-11),2,2869868.752,24,(10-9)->(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.160000|0.840000,0,(10-10),(10-11),1,2869868.752,16,(10-10)->(10-11),2.631584,1.119085,1.85,1,9902.783349,9919.245702,11900,14000,8.475727,8.491976,10.15464,11.92
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(1-1),(7-7),12,2869868.752,89,(1-1)->(2-1)->(3-1)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(2-1),(7-7),11,2869868.752,82,(2-1)->(3-1)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(3-1),(7-7),10,2869868.752,75,(3-1)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(4-1),(7-7),9,2869868.752,68,(4-1)->(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(5-1),(7-7),8,2869868.752,61,(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(6-1),(7-7),7,2869868.752,54,(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(7-1),(7-7),6,2869868.752,47,(7-1)->(7-2)->(7-3)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-1),(10-11),12,2869868.752,94,(8-1)->(8-2)->(8-3)->(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-1),(10-11),11,2869868.752,87,(9-1)->(9-2)->(9-3)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-1),(10-11),10,2869868.752,88,(10-1)->(10-2)->(10-3)->(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(2-2),(7-7),10,2869868.752,75,(2-2)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(3-2),(7-7),9,2869868.752,68,(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(4-2),(7-7),8,2869868.752,61,(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(5-2),(7-7),7,2869868.752,54,(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(6-2),(7-7),6,2869868.752,47,(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(7-2),(7-7),5,2869868.752,40,(7-2)->(7-3)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-2),(10-11),11,2869868.752,87,(8-2)->(8-3)->(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-2),(10-11),10,2869868.752,80,(9-2)->(9-3)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-2),(10-11),9,2869868.752,80,(10-2)->(10-3)->(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(3-3),(7-7),8,2869868.752,61,(3-3)->(4-3)->(5-3)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(4-3),(7-7),7,2869868.752,54,(4-3)->(5-3)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(5-3),(7-7),6,2869868.752,47,(5-3)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(6-3),(7-7),5,2869868.752,40,(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(7-3),(7-7),4,2869868.752,33,(7-3)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-3),(10-11),10,2869868.752,80,(8-3)->(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-3),(10-11),9,2869868.752,73,(9-3)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-3),(10-11),8,2869868.752,72,(10-3)->(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(4-4),(7-7),6,2869868.752,47,(4-4)->(5-4)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(5-4),(7-7),5,2869868.752,40,(5-4)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(6-4),(7-7),4,2869868.752,33,(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(7-4),(7-7),3,2869868.752,26,(7-4)->(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-4),(10-11),9,2869868.752,73,(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-4),(10-11),8,2869868.752,66,(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-4),(10-11),7,2869868.752,64,(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(7-5),(7-7),2,2869868.752,19,(7-5)->(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-5),(10-11),8,2869868.752,66,(8-5)->(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-5),(10-11),7,2869868.752,59,(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-5),(10-11),6,2869868.752,56,(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(7-6),(7-7),1,2869868.752,12,(7-6)->(7-7),2.572695,1.82817,4.2206,1,3612.261874,4200.642953,4426.39934,5000,3.086664,3.558858,3.734678,4.2
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-6),(10-11),7,2869868.752,59,(8-6)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-6),(10-11),6,2869868.752,52,(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-6),(10-11),5,2869868.752,48,(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(8-7),(10-11),6,2869868.752,52,(8-7)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-7),(10-11),5,2869868.752,45,(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-7),(10-11),4,2869868.752,40,(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-8),(10-11),4,2869868.752,38,(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-8),(10-11),3,2869868.752,32,(10-8)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(9-9),(10-11),3,2869868.752,31,(9-9)->(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-9),(10-11),2,2869868.752,24,(10-9)->(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.200000|0.800000,0,(10-10),(10-11),1,2869868.752,16,(10-10)->(10-11),2.630821,1,1.85,1,9907.186625,10000,11900,14000,8.122488,8.2,9.7183,11.4
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(1-1),(7-7),12,2869868.752,89,(1-1)->(2-1)->(3-1)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(2-1),(7-7),11,2869868.752,82,(2-1)->(3-1)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(3-1),(7-7),10,2869868.752,75,(3-1)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(4-1),(7-7),9,2869868.752,68,(4-1)->(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(5-1),(7-7),8,2869868.752,61,(5-1)->(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(6-1),(7-7),7,2869868.752,54,(6-1)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(7-1),(7-7),6,2869868.752,47,(7-1)->(7-2)->(7-3)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(8-1),(10-11),12,2869868.752,94,(8-1)->(8-2)->(8-3)->(8-4)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630437,1,1.85,1,9889.486187,10000,11900,14000,7.752096,7.84,9.28196,10.88
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(9-1),(10-11),11,2869868.752,87,(9-1)->(9-2)->(9-3)->(9-4)->(9-5)->(9-6)->(9-7)->(9-8)->(9-9)->(10-9)->(10-10)->(10-11),2.630437,1,1.85,1,9889.486187,10000,11900,14000,7.752096,7.84,9.28196,10.88
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(10-1),(10-11),10,2869868.752,88,(10-1)->(10-2)->(10-3)->(10-4)->(10-5)->(10-6)->(10-7)->(10-8)->(10-9)->(10-10)->(10-11),2.630437,1,1.85,1,9889.486187,10000,11900,14000,7.752096,7.84,9.28196,10.88
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(2-2),(7-7),10,2869868.752,75,(2-2)->(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(3-2),(7-7),9,2869868.752,68,(3-2)->(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
0,1500,1500.000000|2350.000000,0.240000|0.760000,0,(4-2),(7-7),8,2869868.752,61,(4-2)->(5-2)->(6-2)->(6-3)->(6-4)->(7-4)->(7-5)->(7-6)->(7-7),2.572697,1.850097,4.204176,1,3612.256259,4249.657067,4425.342716,5000,2.98154,3.467699,3.59557,4.04
